co2_ppm,humidity_pct,light_lux,nh3_ko,oxidised_ko,pm10_ugm3,pm1_uhm3,pm25_ugm3,pressure_inhg,reduced_ko,temperature_f,timestamp
941.0,26.233954678339146,50.2733,136.57522469714732,27.589178186752612,4.0,2.0,4.0,25.189810950781627,346.44997958350376,85.95961587754056,2026-03-30T16:29:22.899583
942.0,26.13095421894476,50.2733,137.21701627131938,27.631735256682227,4.0,2.0,4.0,25.189999875555486,347.7689471528062,86.3992430020048,2026-03-30T16:29:28.130719
943.0,26.083725293733114,53.38995,137.14128943758575,27.653030045832626,4.0,1.0,4.0,25.18987468149425,348.76386036960986,86.28259926088808,2026-03-30T16:29:33.384939
943.0,26.090718412259015,48.37365,136.57522469714732,27.610451306413303,5.0,2.0,5.0,25.18993355445804,345.7937219730944,85.75863030948699,2026-03-30T16:29:38.594097
943.0,26.073142181232928,45.4966,136.72585060617914,27.603359063533805,5.0,2.0,5.0,25.190134243345643,345.629991850041,86.36528957408736,2026-03-30T16:29:43.834028
941.0,26.042137984938574,47.76515,136.72585060617914,27.589178186752612,5.0,2.0,5.0,25.19136122127692,346.28571428571456,86.45942501049727,2026-03-30T16:29:49.076238
940.0,26.04260899534234,50.2733,136.7635439076863,27.617544752693647,5.0,3.0,5.0,25.19034693562565,346.28571428571456,86.42556927894394,2026-03-30T16:29:54.316829
940.0,26.055233566219187,49.11145,136.80125195618155,27.617544752693647,4.0,1.0,4.0,25.1908073647521,345.9575856443722,86.4502440697828,2026-03-30T16:29:59.547499
942.0,26.054751526193222,47.9496,136.6505082095387,27.59626802374894,3.0,1.0,3.0,25.19102960543492,345.4663951120165,86.4865770414676,2026-03-30T16:30:04.784221
941.0,26.109644741429303,50.2733,136.57522469714732,27.58208955223881,2.0,1.0,2.0,25.19089776146567,345.4663951120165,86.30253263782203,2026-03-30T16:30:09.993830
941.0,26.14054708610975,48.927,137.1034482758621,27.631735256682227,2.0,1.0,2.0,25.190830594776394,346.9435813573184,86.211389486596,2026-03-30T16:30:15.262178
940.0,26.26082369000942,52.65215,136.9144646701899,27.66013071895425,4.0,2.0,4.0,25.19101247818376,347.7689471528062,86.10435295117556,2026-03-30T16:30:20.496979
936.0,26.214267362373263,46.8429,136.72585060617914,27.617544752693647,3.0,1.0,3.0,25.190261185977015,345.7937219730944,86.11581584916544,2026-03-30T16:30:25.718255
936.0,26.255599878004976,45.68105,136.72585060617914,27.674335682146197,3.0,1.0,3.0,25.190693033585386,347.6036036036036,86.03633081164304,2026-03-30T16:30:30.964938
937.0,26.22518838698706,44.5192,136.68817204301078,27.681439972830706,4.0,2.0,4.0,25.19070245518508,346.44997958350376,85.9291786995167,2026-03-30T16:30:36.216086
937.0,26.15806483676979,47.8203,136.8389747603209,27.681439972830706,3.0,0.0,3.0,25.19069041070121,346.28571428571456,86.06047272335572,2026-03-30T16:30:41.440870
935.0,26.133581535698674,51.06625,137.0278104191148,27.681439972830706,2.0,0.0,2.0,25.189732362906437,347.10838445807804,86.36932065341536,2026-03-30T16:30:46.668352
934.0,26.10918728423833,49.2959,137.0278104191148,27.702760084925696,3.0,1.0,3.0,25.189504334729786,346.44997958350376,86.23956260214923,2026-03-30T16:30:51.903124
933.0,26.146519354537002,50.45775,137.3686482244458,27.709869203329376,3.0,0.0,3.0,25.18936411049704,346.6143790849676,86.21252600903341,2026-03-30T16:30:57.151248
932.0,26.121556090991916,50.45775,137.7106918238994,27.788149281645836,5.0,2.0,5.0,25.189616917710765,348.76386036960986,86.38005539068813,2026-03-30T16:31:02.381532
934.0,26.19502396655829,51.43515,137.40659340659343,27.766785653578104,4.0,1.0,4.0,25.18950337903208,347.10838445807804,86.32958707923224,2026-03-30T16:31:07.621485
934.0,26.226062002022125,51.43515,137.40659340659343,27.773905652358692,5.0,2.0,5.0,25.189242511666286,347.10838445807804,86.2815960858981,2026-03-30T16:31:12.851052
934.0,26.207478493503892,51.43515,137.3686482244458,27.788149281645836,5.0,2.0,5.0,25.18943958941896,347.10838445807804,86.33774696455289,2026-03-30T16:31:18.092132
